Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2024-02-17,14:00,La Liga,Matchweek 25,Sat,Home,W,5.0,0.0,Las Palmas,3.5,0.7,36.0,61196.0,Koke,5-3-2,Jorge Figueroa,Match Report,
2024-02-20,21:00,Champions Lg,Round of 16,Tue,Away,L,0.0,1.0,it Inter,0.6,2.3,44.0,73709.0,Koke,3-5-2,István Kovács,Match Report,Leg 1 of 2
2024-02-24,21:00,La Liga,Matchweek 26,Sat,Away,D,2.0,2.0,Almería,1.3,0.4,59.0,14472.0,Koke,3-5-2,Alberola Rojas,Match Report,
2024-02-29,21:30,Copa del Rey,Semi-finals,Thu,Away,,,,Athletic Club,,,,,,,,Head-to-Head,Leg 2 of 2; Atlético Madrid 0:1 Athletic Club
2024-03-03,16:15,La Liga,Matchweek 27,Sun,Home,,,,Betis,,,,,,,,Head-to-Head,
2024-03-09,16:15,La Liga,Matchweek 28,Sat,Away,,,,Cádiz,,,,,,,,Head-to-Head,
2024-03-13,21:00,Champions Lg,Round of 16,Wed,Home,,,,it Inter,,,,,,,,Head-to-Head,Leg 2 of 2; Inter 1:0 Atlético Madrid
2024-03-17,21:00,La Liga,Matchweek 29,Sun,Home,,,,Barcelona,,,,,,,,Head-to-Head,
2024-04-01,21:00,La Liga,Matchweek 30,Mon,Away,,,,Villarreal,,,,,,,,Head-to-Head,
2024-04-14,,La Liga,Matchweek 31,Sun,Home,,,,Girona,,,,,,,,Head-to-Head,
2024-04-21,,La Liga,Matchweek 32,Sun,Away,,,,Alavés,,,,,,,,Head-to-Head,
2024-04-28,,La Liga,Matchweek 33,Sun,Home,,,,Athletic Club,,,,,,,,Head-to-Head,
2024-05-05,,La Liga,Matchweek 34,Sun,Away,,,,Mallorca,,,,,,,,Head-to-Head,
2024-05-12,,La Liga,Matchweek 35,Sun,Home,,,,Celta Vigo,,,,,,,,Head-to-Head,
2024-05-15,,La Liga,Matchweek 36,Wed,Away,,,,Getafe,,,,,,,,Head-to-Head,
2024-05-19,,La Liga,Matchweek 37,Sun,Home,,,,Osasuna,,,,,,,,Head-to-Head,
2024-05-26,,La Liga,Matchweek 38,Sun,Away,,,,Real Sociedad,,,,,,,,Head-to-Head,
