Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2024-02-19,21:00,La Liga,Matchweek 25,Mon,Away,L,2.0,3.0,Athletic Club,2.1,1.8,69.0,46220.0,Juanpe,4-2-3-1,José Sánchez,Match Report,
2024-02-26,21:00,La Liga,Matchweek 26,Mon,Home,,,,Rayo Vallecano,,,,,,,,Head-to-Head,
2024-03-03,18:30,La Liga,Matchweek 27,Sun,Away,,,,Mallorca,,,,,,,,Head-to-Head,
2024-03-09,21:00,La Liga,Matchweek 28,Sat,Home,,,,Osasuna,,,,,,,,Head-to-Head,
2024-03-16,18:30,La Liga,Matchweek 29,Sat,Away,,,,Getafe,,,,,,,,Head-to-Head,
2024-03-31,16:15,La Liga,Matchweek 30,Sun,Home,,,,Betis,,,,,,,,Head-to-Head,
2024-04-14,,La Liga,Matchweek 31,Sun,Away,,,,Atlético Madrid,,,,,,,,Head-to-Head,
2024-04-21,,La Liga,Matchweek 32,Sun,Home,,,,Cádiz,,,,,,,,Head-to-Head,
2024-04-28,,La Liga,Matchweek 33,Sun,Away,,,,Las Palmas,,,,,,,,Head-to-Head,
2024-05-05,,La Liga,Matchweek 34,Sun,Home,,,,Barcelona,,,,,,,,Head-to-Head,
2024-05-12,,La Liga,Matchweek 35,Sun,Away,,,,Alavés,,,,,,,,Head-to-Head,
2024-05-15,,La Liga,Matchweek 36,Wed,Home,,,,Villarreal,,,,,,,,Head-to-Head,
2024-05-19,,La Liga,Matchweek 37,Sun,Away,,,,Valencia,,,,,,,,Head-to-Head,
2024-05-26,,La Liga,Matchweek 38,Sun,Home,,,,Granada,,,,,,,,Head-to-Head,
