Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-08-12,15:00,Premier League,Matchweek 1,Sat,Home,D,1.0,1.0,West Ham,1.3,1.1,62.0,11245.0,Neto,4-2-3-1,Peter Bankes,Match Report,
2023-08-19,15:00,Premier League,Matchweek 2,Sat,Away,L,1.0,3.0,Liverpool,1.3,3.0,36.0,53145.0,Neto,4-2-3-1,Thomas Bramall,Match Report,
2023-08-26,12:30,Premier League,Matchweek 3,Sat,Home,L,0.0,2.0,Tottenham,0.7,2.1,44.0,10567.0,Neto,4-2-3-1,Tim Robinson,Match Report,
2023-08-29,19:30,EFL Cup,Second round,Tue,Away,W,3.0,2.0,Swansea City,,,57.0,8785.0,David Brooks,4-2-3-1,Matt Donohue,Match Report,
2023-09-02,15:00,Premier League,Matchweek 4,Sat,Away,D,2.0,2.0,Brentford,2.1,2.9,40.0,16973.0,Neto,4-2-3-1,Robert Madley,Match Report,
2023-09-17,14:00,Premier League,Matchweek 5,Sun,Home,D,0.0,0.0,Chelsea,1.0,1.8,36.0,10421.0,Neto,4-2-3-1,David Coote,Match Report,
2023-09-24,14:00,Premier League,Matchweek 6,Sun,Away,L,1.0,3.0,Brighton,1.1,1.9,39.0,31617.0,Neto,4-2-3-1,John Brooks,Match Report,
2023-09-27,19:45,EFL Cup,Third round,Wed,Home,W,2.0,0.0,Stoke City,,,54.0,10282.0,Adam Smith,4-2-3-1,Graham Scott,Match Report,
2023-09-30,15:00,Premier League,Matchweek 7,Sat,Home,L,0.0,4.0,Arsenal,0.6,3.4,43.0,11193.0,Neto,4-2-3-1,Michael Salisbury,Match Report,
2023-10-07,15:00,Premier League,Matchweek 8,Sat,Away,L,0.0,3.0,Everton,0.7,2.4,52.0,38815.0,Neto,4-2-3-1,David Coote,Match Report,
2023-10-21,15:00,Premier League,Matchweek 9,Sat,Home,L,1.0,2.0,Wolves,0.6,2.4,35.0,11175.0,Neto,4-2-3-1,Paul Tierney,Match Report,
2023-10-28,15:00,Premier League,Matchweek 10,Sat,Home,W,2.0,1.0,Burnley,1.1,0.8,45.0,11152.0,Lloyd Kelly,4-2-3-1,Samuel Barrott,Match Report,
2023-11-01,19:45,EFL Cup,Fourth round,Wed,Home,L,1.0,2.0,Liverpool,,,33.0,11116.0,Adam Smith,4-2-3-1,John Brooks,Match Report,
2023-11-04,15:00,Premier League,Matchweek 11,Sat,Away,L,1.0,6.0,Manchester City,0.9,1.9,35.0,53358.0,Lloyd Kelly,5-4-1,Craig Pawson,Match Report,
2023-11-11,17:30,Premier League,Matchweek 12,Sat,Home,W,2.0,0.0,Newcastle Utd,2.4,0.5,48.0,11201.0,Neto,4-2-3-1,Chris Kavanagh,Match Report,
2023-11-25,15:00,Premier League,Matchweek 13,Sat,Away,W,3.0,1.0,Sheffield Utd,2.9,0.8,54.0,30208.0,Neto,4-2-3-1,Andy Madley,Match Report,
2023-12-03,14:00,Premier League,Matchweek 14,Sun,Home,D,2.0,2.0,Aston Villa,2.0,0.7,38.0,11191.0,Neto,4-2-3-1,Thomas Bramall,Match Report,
2023-12-06,19:30,Premier League,Matchweek 15,Wed,Away,W,2.0,0.0,Crystal Palace,1.8,1.0,41.0,25078.0,Neto,4-2-3-1,Craig Pawson,Match Report,
2023-12-09,15:00,Premier League,Matchweek 16,Sat,Away,W,3.0,0.0,Manchester Utd,1.5,1.1,32.0,73427.0,Neto,4-2-3-1,Peter Bankes,Match Report,
2023-12-23,15:00,Premier League,Matchweek 18,Sat,Away,W,3.0,2.0,Nott'ham Forest,1.6,1.0,66.0,29188.0,Neto,4-2-3-1,Robert Jones,Match Report,
2023-12-26,15:00,Premier League,Matchweek 19,Tue,Home,W,3.0,0.0,Fulham,1.8,0.3,43.0,11099.0,Neto,4-2-3-1,Tim Robinson,Match Report,
2023-12-31,14:00,Premier League,Matchweek 20,Sun,Away,L,1.0,3.0,Tottenham,1.7,2.3,50.0,61780.0,Neto,4-2-3-1,Simon Hooper,Match Report,
2024-01-06,15:00,FA Cup,Third round proper,Sat,Away,W,3.0,2.0,QPR,,,63.0,10725.0,David Brooks,4-2-3-1,Rebecca Welch,Match Report,
2024-01-21,16:30,Premier League,Matchweek 21,Sun,Home,L,0.0,4.0,Liverpool,1.4,1.5,40.0,11228.0,Neto,4-2-3-1,Andy Madley,Match Report,
2024-01-25,19:45,FA Cup,Fourth round proper,Thu,Home,W,5.0,0.0,Swansea City,,,54.0,10166.0,David Brooks,4-2-3-1,Darren England,Match Report,
2024-02-01,19:30,Premier League,Matchweek 22,Thu,Away,D,1.0,1.0,West Ham,1.2,1.4,52.0,62478.0,Neto,4-2-3-1,Tim Robinson,Match Report,
2024-02-04,14:00,Premier League,Matchweek 23,Sun,Home,D,1.0,1.0,Nott'ham Forest,1.3,0.5,45.0,11200.0,Neto,4-2-3-1,Rebecca Welch,Match Report,
2024-02-10,15:00,Premier League,Matchweek 24,Sat,Away,L,1.0,3.0,Fulham,1.8,1.6,51.0,24271.0,Neto,4-2-3-1,Darren England,Match Report,
2024-02-17,15:00,Premier League,Matchweek 25,Sat,Away,D,2.0,2.0,Newcastle Utd,2.2,2.2,38.0,52224.0,Neto,4-2-3-1,Michael Salisbury,Match Report,
2024-02-24,17:30,Premier League,Matchweek 26,Sat,Home,,,,Manchester City,,,,,,,,Head-to-Head,
2024-02-27,19:30,FA Cup,Fifth round proper,Tue,Home,,,,Leicester City,,,,,,,,Head-to-Head,
2024-03-03,13:00,Premier League,Matchweek 27,Sun,Away,,,,Burnley,,,,,,,,Head-to-Head,
2024-03-09,15:00,Premier League,Matchweek 28,Sat,Home,,,,Sheffield Utd,,,,,,,,Head-to-Head,
2024-03-13,19:30,Premier League,Matchweek 17,Wed,Home,,,,Luton Town,,,,11185.0,,,,Head-to-Head,
2024-03-16,15:00,Premier League,Matchweek 29,Sat,Away,,,,Wolves,,,,,,,,Head-to-Head,
2024-03-30,15:00,Premier League,Matchweek 30,Sat,Home,,,,Everton,,,,,,,,Head-to-Head,
2024-04-02,19:45,Premier League,Matchweek 31,Tue,Home,,,,Crystal Palace,,,,,,,,Head-to-Head,
2024-04-06,15:00,Premier League,Matchweek 32,Sat,Away,,,,Luton Town,,,,,,,,Head-to-Head,
2024-04-13,,Premier League,Matchweek 33,Sat,Home,,,,Manchester Utd,,,,,,,,Head-to-Head,
2024-04-20,,Premier League,Matchweek 34,Sat,Away,,,,Aston Villa,,,,,,,,Head-to-Head,
2024-04-27,,Premier League,Matchweek 35,Sat,Home,,,,Brighton,,,,,,,,Head-to-Head,
2024-05-04,,Premier League,Matchweek 36,Sat,Away,,,,Arsenal,,,,,,,,Head-to-Head,
2024-05-11,,Premier League,Matchweek 37,Sat,Home,,,,Brentford,,,,,,,,Head-to-Head,
2024-05-19,,Premier League,Matchweek 38,Sun,Away,,,,Chelsea,,,,,,,,Head-to-Head,
