Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-08-12,17:30,Premier League,Matchweek 1,Sat,Away,L,1.0,5.0,Newcastle Utd,1.8,3.3,48.0,52207.0,John McGinn,4-2-3-1,Andy Madley,Match Report,
2023-08-20,14:00,Premier League,Matchweek 2,Sun,Home,W,4.0,0.0,Everton,2.9,0.6,60.0,41694.0,John McGinn,4-2-3-1,Anthony Taylor,Match Report,
2023-08-23,17:45,Conf Lg,Play-off round,Wed,Away,W,5.0,0.0,sct Hibernian,,,,19306.0,John McGinn,4-1-4-1,Ricardo de Burgos,Match Report,Leg 1 of 2
2023-08-27,14:00,Premier League,Matchweek 3,Sun,Away,W,3.0,1.0,Burnley,2.5,0.7,43.0,21591.0,John McGinn,3-4-3,Michael Salisbury,Match Report,
2023-08-31,20:00,Conf Lg,Play-off round,Thu,Home,W,3.0,0.0,sct Hibernian,,,,39467.0,Douglas Luiz,4-4-2,Luca Pairetto,Match Report,Leg 2 of 2; Aston Villa won
2023-09-03,14:00,Premier League,Matchweek 4,Sun,Away,L,0.0,3.0,Liverpool,0.7,2.5,37.0,50109.0,John McGinn,4-4-2,Simon Hooper,Match Report,
2023-09-16,15:00,Premier League,Matchweek 5,Sat,Home,W,3.0,1.0,Crystal Palace,3.0,1.2,66.0,40809.0,John McGinn,4-2-3-1,Darren England,Match Report,
2023-09-21,18:45,Conf Lg,Group stage,Thu,Away,L,2.0,3.0,pl Legia Warsaw,1.5,1.7,60.0,27801.0,John McGinn,4-2-3-1,Evangelos Manouhos,Match Report,
2023-09-24,14:00,Premier League,Matchweek 6,Sun,Away,W,1.0,0.0,Chelsea,1.0,1.3,47.0,39700.0,John McGinn,4-2-3-1,Jarred Gillett,Match Report,
2023-09-27,19:45,EFL Cup,Third round,Wed,Home,L,1.0,2.0,Everton,,,68.0,23851.0,John McGinn,4-2-3-1,Tony Harrington,Match Report,
