Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2024-01-16,20:45,Serie A,Matchweek 20,Tue,Home,W,3.0,0.0,Sassuolo,1.2,0.3,46.0,,Danilo,3-5-2,Marco Piccinini,Match Report,
2024-01-21,20:45,Serie A,Matchweek 21,Sun,Away,W,3.0,0.0,Lecce,2.1,0.6,49.0,,Danilo,3-5-2,Daniele Doveri,Match Report,
2024-01-27,18:00,Serie A,Matchweek 22,Sat,Home,D,1.0,1.0,Empoli,0.8,0.8,40.0,,Alex Sandro,3-5-2,Livio Marinelli,Match Report,
2024-02-04,20:45,Serie A,Matchweek 23,Sun,Away,L,0.0,1.0,Inter,0.6,1.7,46.0,,Danilo,3-5-2,Fabio Maresca,Match Report,
2024-02-12,20:45,Serie A,Matchweek 24,Mon,Home,L,0.0,1.0,Udinese,1.7,0.7,70.0,,Adrien Rabiot,3-5-2,Rosario Abisso,Match Report,
2024-02-17,18:00,Serie A,Matchweek 25,Sat,Away,D,2.0,2.0,Hellas Verona,1.8,0.6,56.0,,Danilo,3-5-2,Marco Di Bello,Match Report,
2024-02-25,12:30,Serie A,Matchweek 26,Sun,Home,,,,Frosinone,,,,,,,,Head-to-Head,
2024-03-03,20:45,Serie A,Matchweek 27,Sun,Away,,,,Napoli,,,,,,,,Head-to-Head,
2024-03-10,,Serie A,Matchweek 28,Sun,Home,,,,Atalanta,,,,,,,,Head-to-Head,
2024-03-17,,Serie A,Matchweek 29,Sun,Home,,,,Genoa,,,,,,,,Head-to-Head,
2024-03-30,,Serie A,Matchweek 30,Sat,Away,,,,Lazio,,,,,,,,Head-to-Head,
2024-04-02,21:00,Coppa Italia,Semi-finals,Tue,Home,,,,Lazio,,,,,,,,Head-to-Head,Leg 1 of 2
2024-04-07,,Serie A,Matchweek 31,Sun,Home,,,,Fiorentina,,,,,,,,Head-to-Head,
2024-04-14,,Serie A,Matchweek 32,Sun,Away,,,,Torino,,,,,,,,Head-to-Head,
2024-04-21,,Serie A,Matchweek 33,Sun,Away,,,,Cagliari,,,,,,,,Head-to-Head,
2024-04-23,21:00,Coppa Italia,Semi-finals,Tue,Away,,,,Lazio,,,,,,,,Head-to-Head,Leg 2 of 2
2024-04-28,,Serie A,Matchweek 34,Sun,Home,,,,Milan,,,,,,,,Head-to-Head,
2024-05-05,,Serie A,Matchweek 35,Sun,Away,,,,Roma,,,,,,,,Head-to-Head,
2024-05-12,,Serie A,Matchweek 36,Sun,Home,,,,Salernitana,,,,,,,,Head-to-Head,
2024-05-19,,Serie A,Matchweek 37,Sun,Away,,,,Bologna,,,,,,,,Head-to-Head,
2024-05-26,,Serie A,Matchweek 38,Sun,Home,,,,Monza,,,,,,,,Head-to-Head,
