Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2024-04-03,21:00,Coppa Italia,Semi-finals,Wed,Away,,,,Fiorentina,,,,,,,,Head-to-Head,Leg 1 of 2
2024-04-07,,Serie A,Matchweek 31,Sun,Away,,,,Cagliari,,,,,,,,Head-to-Head,
2024-04-14,,Serie A,Matchweek 32,Sun,Home,,,,Hellas Verona,,,,,,,,Head-to-Head,
2024-04-21,,Serie A,Matchweek 33,Sun,Away,,,,Monza,,,,,,,,Head-to-Head,
2024-04-24,21:00,Coppa Italia,Semi-finals,Wed,Home,,,,Fiorentina,,,,,,,,Head-to-Head,Leg 2 of 2
2024-04-28,,Serie A,Matchweek 34,Sun,Home,,,,Empoli,,,,,,,,Head-to-Head,
2024-05-05,,Serie A,Matchweek 35,Sun,Away,,,,Salernitana,,,,,,,,Head-to-Head,
2024-05-12,,Serie A,Matchweek 36,Sun,Home,,,,Roma,,,,,,,,Head-to-Head,
2024-05-19,,Serie A,Matchweek 37,Sun,Away,,,,Lecce,,,,,,,,Head-to-Head,
2024-05-26,,Serie A,Matchweek 38,Sun,Home,,,,Torino,,,,,,,,Head-to-Head,
