Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2024-03-10,,Serie A,Matchweek 28,Sun,Away,,,,Lecce,,,,,,,,Head-to-Head,
2024-03-17,,Serie A,Matchweek 29,Sun,Home,,,,Milan,,,,,,,,Head-to-Head,
2024-03-30,,Serie A,Matchweek 30,Sat,Away,,,,Cagliari,,,,,,,,Head-to-Head,
2024-04-07,,Serie A,Matchweek 31,Sun,Home,,,,Genoa,,,,,,,,Head-to-Head,
2024-04-14,,Serie A,Matchweek 32,Sun,Away,,,,Atalanta,,,,,,,,Head-to-Head,
2024-04-21,,Serie A,Matchweek 33,Sun,Home,,,,Udinese,,,,,,,,Head-to-Head,
2024-04-28,,Serie A,Matchweek 34,Sun,Away,,,,Lazio,,,,,,,,Head-to-Head,
2024-05-05,,Serie A,Matchweek 35,Sun,Home,,,,Fiorentina,,,,,,,,Head-to-Head,
2024-05-12,,Serie A,Matchweek 36,Sun,Home,,,,Torino,,,,,,,,Head-to-Head,
2024-05-19,,Serie A,Matchweek 37,Sun,Away,,,,Salernitana,,,,,,,,Head-to-Head,
2024-05-26,,Serie A,Matchweek 38,Sun,Home,,,,Inter,,,,,,,,Head-to-Head,
